claim_id,policy_id,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,coverage,policy,renew_offer,last_claim,policy_change,denied_claims,claims_file,avg_length_of_handling_process,auto_make,auto_model,auto_year
7750898799,GLBOSRZ8B,914815,1990-09-27,IN,100/300,500,1706.79,0,Basic,Corporate L2,offer3,17,10,0,0,25,Honda,Civic,1998
8607505371,K4X1ZZRWI,249048,2005-06-17,IL,250/500,1000,1254.18,0,Basic,Personal L2,offer3,28,9,0,0,5,Volkswagen,Jetta,2003
9208889326,6EL9IOPKR,144323,2001-09-14,IN,500/1000,500,885.08,0,Extended,Personal L3,offer3,28,17,0,0,13,Chevrolet,Malibu,1998
7620339576,LZTEHE1GC,651861,2011-01-07,IL,100/300,500,1046.58,4000000,Basic,Personal L2,offer4,17,17,7,16,28,Chevrolet,Silverado,2010
5501977552,WHPEHCCUR,125324,2003-09-13,OH,500/1000,2000,1712.68,0,Premium,Personal L3,offer1,28,0,0,0,14,Audi,A3,2006
8790625119,MI0QYVXQT,398102,1997-10-24,IL,500/1000,2000,1097.71,0,Basic,Corporate L3,offer1,31,0,1,14,9,Dodge,Neon,1997
8371522728,YQUECILDL,514065,2009-01-04,IN,250/500,500,1363.77,4000000,Basic,Corporate L2,offer2,34,0,0,0,1,Accura,RSX,2009
3160077938,4IAPDHMMT,391652,1998-10-12,OH,100/300,500,1382.88,7000000,Extended,Personal L3,offer2,0,0,0,11,10,Chevrolet,Malibu,2011
5041408625,2VG2YL46W,922167,1993-02-23,OH,100/300,1000,1141.35,7000000,Extended,Personal L1,offer1,4,0,0,13,16,Mercedes,C300,2013
4121498859,V605OX7M4,442795,1996-07-07,OH,500/1000,500,1054.83,7000000,Extended,Personal L3,offer1,8,0,0,7,21,Mercedes,C300,2007
9807291915,8DE2UIVBG,226330,2013-01-23,IL,100/300,2000,1057.77,0,Basic,Personal L3,offer1,5,0,0,0,3,Audi,A3,2009
1699881268,O96FV9KJF,134430,2006-12-06,IN,250/500,2000,1488.02,0,Basic,Personal L1,offer3,5,2,0,0,25,Chevrolet,Tahoe,2010
3616111253,DJLS1KQEX,524230,2014-02-23,IN,100/300,500,920.3,5000000,Extended,Special L1,offer2,9,12,0,15,22,Honda,Civic,2003
5634773969,KWAPTYOIB,438817,2007-11-16,OH,500/1000,1000,986.53,0,Basic,Personal L3,offer2,28,0,0,10,10,Honda,CRV,2007
1164504366,5M6XJCE56,293794,1999-04-17,OH,250/500,2000,1440.68,0,Basic,Personal L3,offer1,13,0,2,11,25,Volkswagen,Passat,2008
8457646486,EGIDZ1I5Q,868283,2006-02-06,IN,250/500,1000,1086.21,0,Basic,Corporate L3,offer1,22,0,4,15,8,Nissan,Maxima,2001
8932279756,VVD8YNVSK,828890,1993-10-20,OH,100/300,2000,1367.68,0,Extended,Personal L3,offer2,11,0,1,8,8,Mercedes,C300,2012
3956880888,NY5V7YFHY,882920,2006-01-01,OH,500/1000,1000,1215.85,0,Basic,Personal L3,offer1,9,0,4,16,12,Nissan,Maxima,2015
3707784533,0PZXXQP4V,918777,2003-04-04,IL,250/500,2000,1191.19,4000000,Basic,Personal L3,offer2,11,0,0,0,2,Chevrolet,Tahoe,2003
7258828708,794S5H1G3,212580,2014-07-05,IL,500/1000,1000,1594.45,0,Basic,Personal L2,offer3,11,25,0,6,23,Saab,95,2006
5967039768,3WQTH0COH,602410,1996-01-16,IN,250/500,2000,1463.07,0,Extended,Personal L3,offer1,1,0,0,10,21,Jeep,Grand Cherokee,2001
9241224531,J27IXETQI,976971,2002-04-19,OH,250/500,500,1734.09,0,Basic,Personal L3,offer1,15,0,0,0,29,Accura,MDX,2006
6132696154,IK5QAUOTD,630226,2005-12-10,IL,250/500,500,1411.43,0,Extended,Personal L2,offer4,2,25,0,14,26,Honda,Civic,2014
7097540491,ZFLKU2CYY,171254,1994-11-07,OH,100/300,2000,1512.58,0,Extended,Personal L3,offer2,4,0,0,0,8,BMW,3 Series,1997
9827521920,UCAJVKJYM,247116,2012-06-02,IL,250/500,2000,1153.35,0,Extended,Personal L3,offer1,28,0,0,0,16,Suburu,Impreza,2011
4225950735,VRVYRO04S,505969,1998-04-07,OH,250/500,500,1722.95,0,Basic,Corporate L2,offer1,1,0,0,7,2,Suburu,Legacy,2006
4264307245,ASDQ14VIG,653864,2007-04-25,IN,250/500,2000,1281.07,7000000,Basic,Personal L2,offer1,16,0,4,12,16,Chevrolet,Malibu,2015
6010168115,4OBKPR178,586367,2000-06-30,IL,100/300,500,1011.92,0,Basic,Special L1,offer4,24,4,0,15,8,Chevrolet,Tahoe,2009
6565516767,2Z9T6D74V,896890,1996-06-04,IL,250/500,2000,1042.26,0,Basic,Personal L3,offer1,7,0,0,11,11,Saab,93,1995
8900155210,LBSBJQUEV,650026,2009-05-09,OH,500/1000,500,1235.1,0,Basic,Personal L2,offer2,1,0,6,8,22,BMW,M5,2011
5726139358,TDACU9QE3,547744,2001-07-08,OH,100/300,2000,768.91,0,Extended,Personal L3,offer4,26,23,0,0,7,Ford,F150,1999
7643144502,WUONY1D9U,598124,1993-09-20,OH,500/1000,500,1301.72,0,Premium,Personal L3,offer1,12,0,9,16,25,Audi,A3,2005
5641072588,UAEZEZFPP,436126,2009-11-03,IN,250/500,500,1451.54,3000000,Basic,Special L2,offer2,30,0,0,4,11,Mercedes,C300,2003
8876425803,UCOY41LJI,739447,2014-12-10,IN,250/500,500,767.14,0,Basic,Personal L3,offer1,18,0,1,16,12,Suburu,Legacy,2002
9904078880,SS5YNF01E,427484,1994-01-08,OH,250/500,2000,1620.89,0,Extended,Personal L2,offer2,11,0,0,7,25,Toyota,Corolla,2015
5791912167,VQJNF64X9,218684,2006-08-05,IN,500/1000,2000,1048.46,0,Basic,Personal L3,offer1,13,0,0,6,7,Dodge,RAM,1999
4327274137,31VVTJ3AB,565564,2007-02-07,OH,100/300,1000,1538.26,6000000,Basic,Personal L3,offer3,15,11,0,2,11,Volkswagen,Passat,2009
1096666542,607AQEU7W,743163,2001-04-09,OH,500/1000,2000,1217.69,0,Extended,Personal L3,offer1,25,0,10,10,6,Dodge,Neon,2004
1141620803,YGOFHAJQX,604614,1995-02-17,IN,100/300,2000,1362.64,5000000,Extended,Personal L3,offer1,15,0,0,0,16,Suburu,Legacy,2009
3252072656,AMPGN17T6,509928,1995-07-25,OH,100/300,1000,1279.13,0,Premium,Corporate L3,offer3,15,20,0,16,28,Audi,A3,2006
6490110128,90CQTKRW3,593390,2006-03-24,IL,100/300,2000,924.72,0,Basic,Personal L3,offer4,19,7,0,0,12,Audi,A5,2008
6836494358,PBROTK4Q1,970607,1995-03-28,OH,250/500,1000,1019.44,0,Basic,Personal L2,offer1,20,0,0,0,14,BMW,X5,2004
4057884175,C0YE9OJMV,174701,1996-06-19,IL,500/1000,500,1314.6,0,Basic,Personal L2,offer2,24,0,4,4,29,Saab,92x,1998
3031714736,HLXZI0MQA,529398,1993-06-16,OH,100/300,1000,1515.18,6000000,Premium,Corporate L3,offer2,35,0,0,7,2,BMW,X6,1999
4410261920,I6X45I0LG,940942,2001-07-11,OH,250/500,2000,1649.18,0,Extended,Corporate L1,offer4,34,28,2,15,5,Honda,Civic,2009
4750106969,V3W9XCOHW,442677,2008-11-22,OH,250/500,500,1451.01,0,Basic,Personal L3,offer3,10,11,0,9,17,Jeep,Grand Cherokee,2012
1441968165,GK57LGZX2,365364,2002-12-28,IL,500/1000,1000,978.46,0,Basic,Personal L3,offer3,4,4,0,0,29,Chevrolet,Silverado,1995
6975553864,08YXD8GGR,114839,2006-01-01,IL,250/500,500,1198.34,4000000,Extended,Personal L3,offer1,12,0,9,10,5,Mercedes,E400,1995
2769854379,D9BGDZLVX,872734,1990-05-19,IN,100/300,2000,1003.23,0,Extended,Corporate L1,offer2,17,0,0,0,23,Accura,MDX,2008
5500801966,0ZC8LPCJ3,267885,2013-08-26,IN,500/1000,2000,1212,0,Extended,Personal L3,offer1,20,0,0,6,26,Jeep,Wrangler,1999
8471931034,NA2WXTSXV,740505,1997-10-12,IL,250/500,1000,1242.96,7000000,Basic,Personal L1,offer1,1,0,0,0,3,Accura,RSX,2010
1877853641,BE1AZRSKB,629663,2002-01-21,IL,500/1000,1000,1053.02,0,Basic,Personal L1,offer3,13,22,0,0,7,Toyota,Corolla,2005
3801838871,FZDWJMGLB,839884,1996-09-02,IL,100/300,500,1693.63,0,Basic,Corporate L3,offer2,19,0,0,0,19,Saab,93,2015
1687213375,EQL6A1HYD,241562,2010-01-28,IL,250/500,1000,2047.59,0,Basic,Personal L3,offer1,10,0,0,1,26,Accura,MDX,2000
6955150477,TKBHD7AVN,405533,2014-10-03,OH,100/300,1000,1083.72,0,Basic,Personal L3,offer1,9,0,0,0,25,Honda,CRV,2005
5488150999,SI0EUSMV4,667021,2007-05-02,OH,500/1000,1000,1138.42,6000000,Extended,Personal L3,offer1,18,0,0,0,20,Volkswagen,Passat,2005
8102622372,TK2ZB80LD,511621,1990-09-22,IN,250/500,500,1072.62,0,Basic,Personal L2,offer4,19,15,0,1,10,Toyota,Highlander,2006
8941705049,LPHVFPX95,476923,2004-09-19,IL,100/300,2000,1219.04,0,Basic,Personal L2,offer2,23,11,0,0,4,Nissan,Pathfinder,1999
8906738421,2Z38XFX72,735822,1995-08-28,IN,100/300,2000,1371.78,0,Extended,Personal L3,offer3,0,3,0,1,18,Audi,A5,2015
7396953108,KU26A8309,492745,2004-02-04,IN,100/300,2000,1506.21,0,Extended,Corporate L2,offer3,30,5,0,0,18,Nissan,Ultima,2009
6663623782,X6GWVF7U2,130930,2014-07-23,IN,100/300,1000,1058.21,3000000,Extended,Personal L2,offer1,6,0,0,13,9,Dodge,RAM,1999
9282916988,6PX2VG84V,261119,1997-03-21,IL,500/1000,2000,932.14,0,Basic,Corporate L2,offer2,1,0,1,14,5,Audi,A3,1996
9209067040,Q5YC5HGMC,280709,1991-05-06,OH,500/1000,2000,1608.34,0,Basic,Corporate L2,offer2,33,0,0,0,19,Saab,92x,2010
8623950866,FHY4XBNZR,898573,1992-08-07,IN,500/1000,1000,1728.56,0,Basic,Personal L2,offer1,28,0,1,5,23,Suburu,Legacy,1999
8236585267,H339FE46H,547802,2013-09-03,IL,250/500,1000,1518.46,0,Basic,Corporate L3,offer2,33,0,2,7,10,Saab,92x,2015
6587816824,2RFJD6327,600845,2012-01-05,IL,100/300,2000,1540.19,0,Basic,Personal L3,offer1,14,0,9,10,28,Chevrolet,Silverado,2001
5583584845,CLCHZKYBD,390381,2007-01-27,OH,500/1000,2000,965.21,0,Basic,Personal L1,offer3,16,25,0,0,22,Nissan,Ultima,2001
5640828814,KXRE64AM9,629918,2005-10-14,IL,100/300,2000,1278.75,0,Extended,Personal L1,offer1,11,0,0,8,2,Dodge,RAM,2012
3516380031,DHTOLAY4U,208298,1990-11-03,OH,250/500,1000,773.99,0,Basic,Personal L2,offer1,26,0,6,16,27,Mercedes,E400,2014
8233525698,EEWYOBWRW,513099,2005-10-15,IN,500/1000,1000,1532.47,0,Extended,Personal L2,offer3,23,7,0,3,4,Dodge,RAM,2012
1461031441,YRHNM40UH,184938,1999-05-22,IL,250/500,1000,1340.56,0,Basic,Personal L3,offer1,5,0,1,11,22,Saab,92x,2008
9420952272,YGCCN2KZ1,187775,2002-12-21,OH,100/300,500,1297.75,4000000,Premium,Corporate L3,offer2,31,17,1,10,4,Chevrolet,Tahoe,2010
8649365615,D0EPOSQVL,326322,2007-02-10,IL,250/500,1000,433.33,0,Basic,Personal L2,offer2,10,0,10,15,10,Mercedes,E400,2009
6321192762,WRO8LTB4W,146138,2002-03-01,IN,250/500,2000,1025.54,0,Basic,Personal L2,offer2,19,0,0,0,7,Chevrolet,Malibu,2001
5409198848,X7EPCL2KF,336047,2003-04-21,OH,250/500,500,1264.77,0,Basic,Personal L3,offer1,8,0,0,0,29,Suburu,Forrestor,2009
9885716178,2VBGBJ3VB,532330,2002-09-22,OH,250/500,500,1459.97,5000000,Extended,Personal L3,offer1,8,0,4,14,10,Ford,F150,2011
6790393788,DWJLINTCG,118137,1998-02-10,OH,100/300,500,1238.65,0,Premium,Personal L3,offer1,26,0,0,15,22,Saab,95,1998
5567999994,L907HAGXN,212674,1992-09-01,OH,250/500,500,1050.76,0,Basic,Personal L2,offer1,5,0,0,10,14,Nissan,Maxima,2004
3998753204,YGASR2TAU,935596,1999-05-01,OH,500/1000,1000,1711.72,0,Basic,Corporate L1,offer1,19,0,0,0,9,Chevrolet,Tahoe,2002
7356726467,FRMY91V75,737593,1997-12-19,IL,100/300,500,865.33,7000000,Basic,Personal L2,offer2,6,19,0,12,2,Dodge,RAM,1995
5954780298,UO80DDHY6,812025,2000-06-18,IL,250/500,500,1153.49,0,Basic,Personal L2,offer4,1,28,0,16,16,Accura,TL,2004
8710709264,MULIZLX6Y,168151,1995-04-24,OH,500/1000,2000,1281.25,0,Extended,Corporate L2,offer4,6,28,3,11,1,Mercedes,C300,2010
9039086954,XU30642K1,594739,2006-06-16,IL,100/300,500,1342.8,0,Extended,Personal L2,offer2,4,0,0,4,11,Toyota,Camry,2014
3317960745,790GMQWHM,843227,2007-09-28,OH,250/500,2000,1443.32,0,Basic,Personal L1,offer4,29,23,0,7,2,Suburu,Impreza,1995
3712701604,8Z8VETPYM,283925,1991-11-21,OH,250/500,1000,1629.94,0,Extended,Corporate L3,offer3,29,20,6,8,2,Dodge,Neon,2014
4407033547,PSTJQ8YYB,475588,1996-09-21,IL,100/300,2000,1134.08,0,Basic,Personal L3,offer2,29,15,0,13,6,Ford,Fusion,2013
7723906988,RZSJNZKZS,751905,2001-05-16,OH,250/500,500,1483.91,8000000,Basic,Personal L2,offer1,11,0,1,7,7,Volkswagen,Passat,2013
5699261328,XAB2NS1F0,226725,1999-08-11,IN,500/1000,2000,1304.67,7000000,Basic,Personal L3,offer2,10,0,0,0,5,Dodge,RAM,2001
2692684555,RGGP0796K,942504,2003-06-16,IL,500/1000,2000,1035.79,0,Basic,Personal L3,offer2,0,0,0,7,24,Volkswagen,Passat,2010
7095071025,JPWLY52B5,395572,1999-03-30,IL,250/500,500,1401.2,0,Basic,Corporate L3,offer1,20,0,1,6,22,Audi,A5,1999
2713228748,44JFL7WD7,889883,1999-02-03,IL,250/500,1000,1665.45,0,Basic,Personal L3,offer2,35,0,0,0,7,Toyota,Camry,2006
6961463473,RAP9HUBBW,818167,2011-08-25,IN,500/1000,2000,653.66,0,Basic,Corporate L3,offer2,3,20,1,11,4,BMW,X5,2009
4090614065,0E81MZEQJ,277767,2010-06-28,OH,100/300,500,1080.13,0,Basic,Personal L1,offer2,20,19,1,16,28,Nissan,Pathfinder,2001
2093708154,CU92KJ211,842618,2001-11-06,IN,100/300,2000,1346.18,0,Basic,Personal L2,offer1,8,0,1,9,21,Chevrolet,Tahoe,2007
2091748249,5I1308WFS,577810,2013-04-15,OH,250/500,2000,1589.54,0,Basic,Personal L3,offer3,1,1,0,0,19,Toyota,Highlander,2003
8120352858,356HMK28P,873114,1995-12-07,IL,100/300,1000,1251.65,0,Basic,Personal L2,offer2,11,0,0,3,25,Audi,A3,2012
5562407875,3X59FKLCS,994538,1991-11-01,IL,100/300,2000,1083.01,0,Extended,Personal L2,offer3,28,22,0,8,9,Jeep,Grand Cherokee,2010
1676848159,GA1F0J7N2,727792,2014-05-19,OH,100/300,500,974.59,0,Extended,Personal L3,offer2,32,0,0,5,11,Nissan,Ultima,2002
9913175119,X8OF68Z51,522506,1992-03-15,IL,500/1000,2000,1399.85,0,Basic,Personal L1,offer2,6,0,1,9,20,Ford,Fusion,1997
2951991809,8RELD8MNF,367595,2006-02-03,IN,500/1000,500,1307.74,0,Basic,Personal L1,offer1,21,0,0,0,4,Jeep,Wrangler,2008
9010889741,COXRI9NB9,586104,2003-03-16,IN,250/500,2000,1219.27,0,Basic,Personal L3,offer1,10,0,9,12,1,Saab,93,2012
4220683444,41OAIZH2C,424862,2002-10-16,OH,100/300,500,1411.3,0,Extended,Personal L2,offer4,4,8,0,0,2,BMW,M5,2004
4863920375,L5KAFOY2F,512813,1990-01-27,IL,100/300,2000,694.45,0,Basic,Special L1,offer2,18,11,0,4,21,Nissan,Pathfinder,2011
2709801628,GOTLYH94M,356768,2010-03-11,IL,100/300,500,1006.77,6000000,Extended,Personal L3,offer2,4,0,0,4,2,BMW,X6,1997
2204919235,8B4V77MBJ,330506,1995-09-19,OH,250/500,1000,1422.36,0,Basic,Personal L1,offer1,27,0,1,5,6,Nissan,Ultima,2012
5283916073,F9UBJ6HJW,779075,2010-02-27,IN,100/300,1000,1348.32,0,Premium,Personal L3,offer1,24,0,0,15,5,Chevrolet,Malibu,2013
1435279235,U2LPN3B45,799501,1991-12-28,OH,250/500,2000,1315.56,0,Basic,Corporate L3,offer4,4,4,0,0,1,Jeep,Grand Cherokee,2003
8813521279,9XD2GNB00,987905,2002-04-30,OH,250/500,2000,1407.01,5000000,Basic,Personal L3,offer1,11,0,0,14,29,BMW,X5,1997
1713686389,SVGZM8YT4,967756,2007-04-28,OH,250/500,2000,1388.58,0,Extended,Personal L3,offer2,19,0,0,9,12,Ford,Escape,2009
8675317180,8V3YRWHFZ,830414,1996-07-08,IL,500/1000,500,1310.76,0,Basic,Corporate L1,offer1,29,0,1,4,4,Accura,MDX,2008
9220355332,LT5L79D63,127313,2002-04-01,IN,100/300,1000,1004.63,6000000,Basic,Corporate L2,offer1,12,0,1,9,12,Suburu,Forrestor,1999
7934925779,QL4GJ0DI7,786957,2006-10-29,OH,100/300,500,1134.91,0,Basic,Personal L2,offer2,34,0,1,11,22,Toyota,Camry,1997
8784020065,U2Y3MLZDE,332892,2007-10-25,IN,250/500,1000,1194,0,Extended,Personal L2,offer1,24,0,1,13,4,Ford,Escape,2013
8456371427,RNZIML7WB,448642,2001-03-28,IN,500/1000,1000,1248.25,4000000,Basic,Special L3,offer3,10,24,9,11,23,BMW,3 Series,2013
6861599612,S2QHLTSJD,526039,1995-05-04,OH,100/300,500,1338.54,-1000000,Basic,Personal L3,offer2,23,0,0,1,4,Chevrolet,Malibu,1996
1722306052,A11WQBLK4,444422,2011-09-28,IL,250/500,2000,782.23,0,Basic,Corporate L2,offer2,16,0,0,16,5,BMW,X5,2010
1296676467,6R8JAY6SW,689500,2003-01-28,IL,250/500,2000,1366.9,0,Premium,Personal L2,offer2,17,0,0,12,13,BMW,X6,2014
3299083813,22BCRC1IL,806081,2011-02-01,IL,500/1000,1000,1275.81,0,Basic,Corporate L1,offer2,3,28,0,7,7,Mercedes,ML350,1998
5170443808,624Q2LUSW,384618,1993-02-09,IN,250/500,500,1090.65,0,Basic,Personal L1,offer2,19,19,0,1,4,Honda,Civic,2010
8582588809,7OHQZSFAQ,756459,2005-08-05,IN,250/500,500,1326,0,Basic,Personal L3,offer2,29,20,0,0,9,Mercedes,ML350,2009
7243490188,7815GNCTV,655787,2006-06-17,IL,250/500,2000,972.47,0,Extended,Personal L3,offer2,4,24,0,9,15,Audi,A3,2010
2872408528,78ZPYSECA,419954,1993-12-07,IL,100/300,500,806.31,0,Basic,Personal L3,offer2,0,0,0,0,14,Dodge,RAM,2003
2332247645,BN1PYZYBM,275092,2012-03-14,IL,500/1000,500,1416.24,0,Basic,Corporate L2,offer1,16,0,0,2,9,Nissan,Pathfinder,2003
8664324528,KUIEP7T1U,515698,1997-08-05,IN,250/500,2000,1097.64,0,Extended,Personal L2,offer2,30,0,1,15,16,Accura,TL,2006
8076297621,D67ZM8W4X,132871,2009-07-05,IL,100/300,500,947.75,0,Basic,Personal L3,offer2,16,0,1,10,3,Audi,A5,2008
8469651576,WYF5ZLZPW,714929,1994-11-25,IL,100/300,2000,1018.73,5000000,Extended,Special L2,offer2,11,0,0,2,11,Honda,CRV,2001
6869451282,1X7U9ZLUB,297816,1997-02-03,IL,100/300,2000,1400.74,0,Basic,Corporate L2,offer4,8,23,0,0,5,Jeep,Wrangler,2013
4976313142,NMQO6QTWY,426708,2009-10-09,IL,250/500,500,1155.53,5000000,Basic,Personal L3,offer2,3,0,0,0,2,Ford,F150,1997
3869319900,99ZEXBB2R,615047,2002-11-20,IN,250/500,500,1386.93,0,Extended,Personal L2,offer2,3,0,1,7,7,Accura,TL,2001
9983953456,NPP01RMX3,771236,1995-05-29,OH,100/300,500,915.29,0,Extended,Personal L3,offer3,27,28,1,2,12,Honda,Accord,2009
4207844006,LCBFU5P3I,235869,2011-01-22,IL,250/500,500,1239.55,2000000,Premium,Personal L3,offer2,26,0,1,16,5,Mercedes,ML350,1996
8950550955,WRNK7SL8V,931625,2012-10-18,IN,250/500,500,1366.42,0,Basic,Corporate L2,offer2,6,0,8,15,3,Nissan,Maxima,1998
1699467299,A2ELOHSTQ,371635,1991-10-13,OH,500/1000,1000,1086.48,6000000,Basic,Personal L1,offer1,4,0,0,0,29,Suburu,Legacy,1999
6859895488,3TI9YAVVV,427199,2010-10-01,IL,250/500,2000,1247.87,0,Extended,Personal L3,offer4,18,29,0,3,15,BMW,3 Series,2008
2277025160,B56FDOQJO,261315,2013-04-10,OH,100/300,2000,1312.75,0,Basic,Personal L3,offer2,3,0,1,9,14,Toyota,Camry,2014
7598988407,2ZUM3VC9Z,582973,2008-06-11,IN,100/300,2000,765.64,0,Extended,Corporate L1,offer1,4,0,0,10,17,Honda,Accord,2001
7035233516,XY132JV6R,278091,2013-12-04,OH,100/300,2000,1327.41,0,Basic,Personal L1,offer1,28,0,0,3,2,Suburu,Legacy,2012
5814368273,A5XSHXOF5,153154,2010-08-21,OH,500/1000,1000,1338.55,0,Basic,Personal L3,offer1,18,0,0,1,28,Toyota,Corolla,2014
1030880477,OV4CNO8NZ,515217,2010-06-18,IL,250/500,2000,1316.63,8000000,Basic,Personal L3,offer1,7,0,1,2,24,BMW,X6,2009
5098893179,0D6HZ0AQG,860497,1992-04-10,IL,500/1000,1000,1286.44,0,Basic,Personal L2,offer2,28,0,1,11,12,Nissan,Ultima,1998
6434430227,H26HRZIOS,351741,1997-02-03,OH,500/1000,1000,1372.18,0,Extended,Special L1,offer4,16,12,0,16,29,BMW,X5,2009
1225574517,JMSUQXTNX,403737,1991-12-06,IN,500/1000,2000,1447.77,0,Basic,Special L1,offer1,15,0,0,0,3,Accura,MDX,1998
7262048232,MKCZBFCNO,162004,1995-09-19,IL,250/500,500,903.32,0,Premium,Personal L3,offer3,3,15,1,14,26,Toyota,Highlander,2006
8145957883,S3ZLJFBQB,740384,1993-10-29,IN,500/1000,1000,1454.42,0,Basic,Personal L3,offer1,27,0,0,0,5,Suburu,Forrestor,2006
7445361446,FARRS7S3O,876714,1991-11-03,IL,100/300,2000,1603.42,0,Extended,Personal L3,offer2,34,0,9,16,8,Toyota,Corolla,2005
7581391823,KO8TQS553,951543,2002-07-09,IN,250/500,2000,1616.58,0,Basic,Special L3,offer4,5,8,1,5,15,Dodge,RAM,2010
6428562686,K62ZWJRE7,576723,1999-12-07,IL,250/500,500,1611.83,0,Extended,Corporate L1,offer4,8,15,1,4,6,BMW,3 Series,2012
4393680756,SZWYIA7TA,391003,2005-07-01,OH,500/1000,500,889.13,0,Extended,Personal L3,offer2,9,0,0,0,9,Audi,A3,2015
9907543564,79SWSU4W6,225865,1991-11-04,IL,250/500,1000,1252.08,0,Basic,Personal L3,offer2,20,0,0,0,22,Honda,CRV,2000
3614723046,HBTF7GYAQ,984948,1993-04-14,IL,500/1000,2000,995.56,0,Basic,Personal L3,offer4,29,10,1,3,8,Nissan,Pathfinder,2010
2112929892,83JMBIUV0,890328,2009-08-23,IL,100/300,2000,1347.92,0,Basic,Personal L3,offer1,1,0,3,14,23,Volkswagen,Jetta,2003
1729002364,YRQ7QISHP,803294,1993-06-18,IN,100/300,1000,1724.09,0,Basic,Personal L3,offer2,1,0,0,0,4,Chevrolet,Tahoe,2014
3541604640,PK2K4GFGG,414913,2012-07-17,IN,250/500,500,1379.93,0,Basic,Corporate L2,offer3,12,29,4,15,13,Audi,A3,2002
4753134997,RZ7JDKBII,414519,1999-01-25,IN,250/500,1000,1554.64,4000000,Extended,Personal L1,offer1,20,0,0,0,25,Honda,CRV,2009
6378750904,LIQ7UHU13,818413,1990-02-23,OH,500/1000,1000,1377.94,0,Basic,Personal L1,offer2,27,0,0,4,2,Toyota,Camry,2005
3981962440,9LB90U2WG,487356,2000-08-30,IL,500/1000,2000,1313.33,0,Basic,Corporate L2,offer3,27,5,0,6,13,Nissan,Maxima,2004
4365743228,DZ49QB50J,159768,2008-09-03,IN,250/500,500,1259.02,0,Basic,Personal L3,offer4,12,22,10,11,1,Nissan,Ultima,2005
9862613198,HFME8BZK4,865839,1991-08-02,IL,500/1000,1000,1371.88,0,Extended,Personal L2,offer3,34,1,0,8,8,Suburu,Legacy,1995
8429990753,K39JASH83,406567,2001-09-25,OH,100/300,500,1399.27,6000000,Basic,Personal L3,offer1,10,0,0,0,2,Ford,Escape,2004
8877165616,55Y4ZJYLW,623032,2007-03-11,IL,500/1000,1000,1061.98,6000000,Basic,Personal L1,offer3,10,25,1,15,3,BMW,3 Series,2002
9675274993,28XAKHH6C,935442,2010-11-20,OH,250/500,500,1365.46,4000000,Basic,Corporate L3,offer2,14,0,0,0,2,Chevrolet,Silverado,2008
6624038570,9X4MG580E,106873,1998-08-28,IL,500/1000,1000,894.4,0,Basic,Corporate L1,offer1,17,0,1,12,5,Dodge,RAM,1999
3237408302,55NI0GU38,563878,2002-07-16,IN,250/500,500,956.69,0,Extended,Personal L3,offer2,23,25,4,14,11,Saab,92x,2000
3111916444,8986W1EMD,620855,1990-04-29,IN,500/1000,2000,1123.89,0,Basic,Personal L2,offer2,2,14,5,12,21,Suburu,Forrestor,1996
9610281630,FA73OYJMM,583169,1998-02-01,IL,100/300,500,1085.03,0,Extended,Personal L3,offer1,1,0,6,10,16,Audi,A3,2014
8076896566,21C99JTQQ,337677,2008-07-20,OH,100/300,2000,1437.33,0,Extended,Personal L3,offer1,13,0,0,4,29,BMW,3 Series,2000
9473965028,7ELCYLU4N,445973,1998-11-13,IL,250/500,1000,988.29,0,Basic,Corporate L2,offer2,22,0,1,5,20,Suburu,Impreza,2008
2157756428,AN5FLGMRF,156694,2001-05-24,IL,500/1000,500,1238.89,0,Basic,Personal L1,offer2,1,0,0,3,19,Ford,Fusion,2011
7563092926,5ROLGIWEU,421940,2014-06-03,IN,100/300,1000,1384.64,5000000,Premium,Personal L3,offer1,35,0,0,0,7,Jeep,Grand Cherokee,2012
3734232832,TT66R1AS5,613226,1991-08-22,IN,100/300,2000,1595.07,0,Basic,Personal L2,offer4,5,20,0,0,5,Jeep,Wrangler,2002
3256427643,2WRYY3O6F,804410,1998-12-12,OH,250/500,1000,1127.89,6000000,Basic,Personal L2,offer1,33,0,0,0,2,Suburu,Forrestor,2002
5227521013,Q0Y2G154A,553565,1999-02-18,IN,500/1000,2000,929.7,6000000,Basic,Personal L3,offer4,24,24,0,6,12,Mercedes,E400,2005
4215888331,NZL0M52BA,399524,1997-10-30,IL,100/300,1000,1829.63,0,Extended,Personal L1,offer2,11,0,0,1,9,Audi,A5,2009
1125369255,YDUH37VHR,331595,1999-11-29,IL,100/300,1000,904.7,7000000,Basic,Personal L2,offer3,23,14,0,9,10,Accura,TL,2002
7513112287,DM72UNFSE,380067,2013-07-07,OH,500/1000,1000,1243.84,0,Basic,Personal L1,offer3,15,18,7,15,12,Volkswagen,Jetta,2011
7472640970,WR8R40GN8,701521,2003-07-05,IL,500/1000,2000,1030.95,0,Basic,Corporate L3,offer3,29,8,0,0,18,Audi,A3,2007
3309841888,NM2HYMXFM,360770,2005-09-21,IN,100/300,500,1285.03,3000000,Basic,Personal L3,offer4,15,1,0,3,11,Honda,CRV,2011
